run_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_layout	library_strategy	library_source	library_selection	read_count	base_count	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	fastq_md5	fastq_ftp	fastq_galaxy	sample_alias	broker_name	sample_title	first_created
SRR5489039	SAMN06854569	SRS2155278	SRX2771879	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	SR2_13Dec16	PAIRED	AMPLICON	METAGENOMIC	PCR	109976	66205552	2017-05-02	2017-05-02	Illumina MiSeq sequencing: Characterization of gut bacterial communities in fecal samples of patients treated by cFMT	Capsule Patients	PRJNA311224	SR2_13Dec16	78a1572404fddb77a5c36a5169449dfe;ffdb769090d376e979eef493f0139f54	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/009/SRR5489039/SRR5489039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/009/SRR5489039/SRR5489039_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/009/SRR5489039/SRR5489039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/009/SRR5489039/SRR5489039_2.fastq.gz	SR2_13Dec16		Metagenome or environmental sample from gut metagenome	2017-05-02
SRR5489041	SAMN06854567	SRS2155282	SRX2771881	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	LW_28Jan17	PAIRED	AMPLICON	METAGENOMIC	PCR	71589	43096578	2017-05-02	2017-05-02	Illumina MiSeq sequencing: Characterization of gut bacterial communities in fecal samples of patients treated by cFMT	Capsule Patients	PRJNA311224	LW_28Jan17	a1705441079af5e20f04d00116263d43;7fd3f0903706dc7869101931cb7f09f7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/001/SRR5489041/SRR5489041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/001/SRR5489041/SRR5489041_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/001/SRR5489041/SRR5489041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/001/SRR5489041/SRR5489041_2.fastq.gz	LW_28Jan17		Metagenome or environmental sample from gut metagenome	2017-05-02
SRR5489045	SAMN06854563	SRS2155285	SRX2771885	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	LB_07Jan17	PAIRED	AMPLICON	METAGENOMIC	PCR	117832	70934864	2017-05-02	2017-05-02	Illumina MiSeq sequencing: Characterization of gut bacterial communities in fecal samples of patients treated by cFMT	Capsule Patients	PRJNA311224	LB_07Jan17	c698a34df524944dcff294ae7dcc4952;45dfff4c8f667115a687458cec4effd7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/005/SRR5489045/SRR5489045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/005/SRR5489045/SRR5489045_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/005/SRR5489045/SRR5489045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/005/SRR5489045/SRR5489045_2.fastq.gz	LB_07Jan17		Metagenome or environmental sample from gut metagenome	2017-05-02
SRR5489047	SAMN06854561	SRS2155286	SRX2771887	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	KC_27Jan17	PAIRED	AMPLICON	METAGENOMIC	PCR	112562	67762324	2017-05-02	2017-05-02	Illumina MiSeq sequencing: Characterization of gut bacterial communities in fecal samples of patients treated by cFMT	Capsule Patients	PRJNA311224	KC_27Jan17	3c49ab04be5b97b10cdaa53a4302a556;5784bd2c61ca097c5d8cff5bbe67c15f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/007/SRR5489047/SRR5489047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/007/SRR5489047/SRR5489047_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/007/SRR5489047/SRR5489047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/007/SRR5489047/SRR5489047_2.fastq.gz	KC_27Jan17		Metagenome or environmental sample from gut metagenome	2017-05-02
SRR5489048	SAMN06854560	SRS2155290	SRX2771888	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	KC_20Jan17	PAIRED	AMPLICON	METAGENOMIC	PCR	163509	98432418	2017-05-02	2017-05-02	Illumina MiSeq sequencing: Characterization of gut bacterial communities in fecal samples of patients treated by cFMT	Capsule Patients	PRJNA311224	KC_20Jan17	edb147504886c8291e07f5dfdbaa1339;aacf4ebac60bde941d1a59a3e042a9e5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/008/SRR5489048/SRR5489048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/008/SRR5489048/SRR5489048_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/008/SRR5489048/SRR5489048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/008/SRR5489048/SRR5489048_2.fastq.gz	KC_20Jan17		Metagenome or environmental sample from gut metagenome	2017-05-02
SRR5489051	SAMN06854557	SRS2155313	SRX2771891	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	KC_06Jan17	PAIRED	AMPLICON	METAGENOMIC	PCR	149835	90200670	2017-05-02	2017-05-02	Illumina MiSeq sequencing: Characterization of gut bacterial communities in fecal samples of patients treated by cFMT	Capsule Patients	PRJNA311224	KC_06Jan17	baba7d175605db0cbab660142bf8008b;40eb51102b2adb5fab3ea891e59225e9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/001/SRR5489051/SRR5489051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/001/SRR5489051/SRR5489051_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/001/SRR5489051/SRR5489051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/001/SRR5489051/SRR5489051_2.fastq.gz	KC_06Jan17		Metagenome or environmental sample from gut metagenome	2017-05-02
SRR5489052	SAMN06854556	SRS2155296	SRX2771892	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	JP_29Nov16	PAIRED	AMPLICON	METAGENOMIC	PCR	134442	80934084	2017-05-02	2017-05-02	Illumina MiSeq sequencing: Characterization of gut bacterial communities in fecal samples of patients treated by cFMT	Capsule Patients	PRJNA311224	JP_29Nov16	47280fec5c08eb9f448a511a512361ca;c0feecf7c2d4dbcb8e83a787e7914727	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/002/SRR5489052/SRR5489052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/002/SRR5489052/SRR5489052_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/002/SRR5489052/SRR5489052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/002/SRR5489052/SRR5489052_2.fastq.gz	JP_29Nov16		Metagenome or environmental sample from gut metagenome	2017-05-02
SRR5489054	SAMN06854554	SRS2155294	SRX2771894	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	JP_15Nov16	PAIRED	AMPLICON	METAGENOMIC	PCR	87362	52591924	2017-05-02	2017-05-02	Illumina MiSeq sequencing: Characterization of gut bacterial communities in fecal samples of patients treated by cFMT	Capsule Patients	PRJNA311224	JP_15Nov16	5330cb8570ed201e52c8d3f6123b0cb5;b2c0ecedc84c14c30224a3877ea65a32	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/004/SRR5489054/SRR5489054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/004/SRR5489054/SRR5489054_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/004/SRR5489054/SRR5489054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/004/SRR5489054/SRR5489054_2.fastq.gz	JP_15Nov16		Metagenome or environmental sample from gut metagenome	2017-05-02
SRR5489060	SAMN06854548	SRS2155297	SRX2771900	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	EH2_11Jan17	PAIRED	AMPLICON	METAGENOMIC	PCR	121604	73205608	2017-05-02	2017-05-02	Illumina MiSeq sequencing: Characterization of gut bacterial communities in fecal samples of patients treated by cFMT	Capsule Patients	PRJNA311224	EH2_11Jan17	d462afe80fe0891d5b66de830c2a781b;4c54cba388db05332d2248eef2c6c16f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/000/SRR5489060/SRR5489060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/000/SRR5489060/SRR5489060_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/000/SRR5489060/SRR5489060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/000/SRR5489060/SRR5489060_2.fastq.gz	EH2_11Jan17		Metagenome or environmental sample from gut metagenome	2017-05-02
SRR5489061	SAMN06854547	SRS2155298	SRX2771901	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	DL_07Jan17	PAIRED	AMPLICON	METAGENOMIC	PCR	172910	104091820	2017-05-02	2017-05-02	Illumina MiSeq sequencing: Characterization of gut bacterial communities in fecal samples of patients treated by cFMT	Capsule Patients	PRJNA311224	DL_07Jan17	b6ba4a43f2e51da110c2b5fcdbf2f609;8ad9ab82866b31d0c8d1303084e82bdf	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/001/SRR5489061/SRR5489061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/001/SRR5489061/SRR5489061_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/001/SRR5489061/SRR5489061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/001/SRR5489061/SRR5489061_2.fastq.gz	DL_07Jan17		Metagenome or environmental sample from gut metagenome	2017-05-02
SRR5489067	SAMN06854541	SRS2155309	SRX2771907	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	BT2_30Jan17	PAIRED	AMPLICON	METAGENOMIC	PCR	141587	85235374	2017-05-02	2017-05-02	Illumina MiSeq sequencing: Characterization of gut bacterial communities in fecal samples of patients treated by cFMT	Capsule Patients	PRJNA311224	BT2_30Jan17	884ca1e0d1feda699fcdf6c68d5883fb;5825440476bd71098f2fb8125382d914	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/007/SRR5489067/SRR5489067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/007/SRR5489067/SRR5489067_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/007/SRR5489067/SRR5489067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/007/SRR5489067/SRR5489067_2.fastq.gz	BT2_30Jan17		Metagenome or environmental sample from gut metagenome	2017-05-02
SRR5489069	SAMN06854539	SRS2155308	SRX2771909	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	BT2_13Jan17	PAIRED	AMPLICON	METAGENOMIC	PCR	136282	82041764	2017-05-02	2017-05-02	Illumina MiSeq sequencing: Characterization of gut bacterial communities in fecal samples of patients treated by cFMT	Capsule Patients	PRJNA311224	BT2_13Jan17	5ae10f7ee8e07d5392e06bed802ed8d0;fd9daaf3ea50168c2a6ebe9d09f8ebdb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/009/SRR5489069/SRR5489069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/009/SRR5489069/SRR5489069_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/009/SRR5489069/SRR5489069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/009/SRR5489069/SRR5489069_2.fastq.gz	BT2_13Jan17		Metagenome or environmental sample from gut metagenome	2017-05-02
SRR5489070	SAMN06854538	SRS2155322	SRX2771910	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	BT2_05Jan17	PAIRED	AMPLICON	METAGENOMIC	PCR	102346	61612292	2017-05-02	2017-05-02	Illumina MiSeq sequencing: Characterization of gut bacterial communities in fecal samples of patients treated by cFMT	Capsule Patients	PRJNA311224	BT2_05Jan17	a1dcf7f14db9f0826f345fa9857ac9e3;c2bead03cd36c84c50ee34fc60c910be	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/000/SRR5489070/SRR5489070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/000/SRR5489070/SRR5489070_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/000/SRR5489070/SRR5489070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/000/SRR5489070/SRR5489070_2.fastq.gz	BT2_05Jan17		Metagenome or environmental sample from gut metagenome	2017-05-02
SRR5489074	SAMN06854534	SRS2155311	SRX2771914	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	AV_11Dec16	PAIRED	AMPLICON	METAGENOMIC	PCR	120265	72399530	2017-05-02	2017-05-02	Illumina MiSeq sequencing: Characterization of gut bacterial communities in fecal samples of patients treated by cFMT	Capsule Patients	PRJNA311224	AV_11Dec16	13f6736db1a6770a21fb1cc591bbd97d;35178f4aac818b56ba0f9e129dbe6936	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/004/SRR5489074/SRR5489074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/004/SRR5489074/SRR5489074_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/004/SRR5489074/SRR5489074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/004/SRR5489074/SRR5489074_2.fastq.gz	AV_11Dec16		Metagenome or environmental sample from gut metagenome	2017-05-02
SRR5489075	SAMN06854533	SRS2155314	SRX2771915	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	AV_08Dec16	PAIRED	AMPLICON	METAGENOMIC	PCR	123754	74499908	2017-05-02	2017-05-02	Illumina MiSeq sequencing: Characterization of gut bacterial communities in fecal samples of patients treated by cFMT	Capsule Patients	PRJNA311224	AV_08Dec16	583b5536c15d84e37d384101d71b4a82;e16561f8cacab53011838ca9ee725867	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/005/SRR5489075/SRR5489075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/005/SRR5489075/SRR5489075_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/005/SRR5489075/SRR5489075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/005/SRR5489075/SRR5489075_2.fastq.gz	AV_08Dec16		Metagenome or environmental sample from gut metagenome	2017-05-02
SRR5489079	SAMN06854529	SRS2155315	SRX2771919	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	AB_14Dec16	PAIRED	AMPLICON	METAGENOMIC	PCR	81424	49017248	2017-05-02	2017-05-02	Illumina MiSeq sequencing: Characterization of gut bacterial communities in fecal samples of patients treated by cFMT	Capsule Patients	PRJNA311224	AB_14Dec16	255203b21cb9134275bf2d8a76d54c7e;ff6feeffb3d88188cc871e30fc6c90bd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/009/SRR5489079/SRR5489079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/009/SRR5489079/SRR5489079_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/009/SRR5489079/SRR5489079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/009/SRR5489079/SRR5489079_2.fastq.gz	AB_14Dec16		Metagenome or environmental sample from gut metagenome	2017-05-02
SRR5489082	SAMN06854505	SRS2155323	SRX2771922	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	06_25Aug16	PAIRED	AMPLICON	METAGENOMIC	PCR	130047	78288294	2017-05-02	2017-05-02	Illumina MiSeq sequencing: Characterization of gut bacterial communities in fecal samples of patients treated by cFMT	Capsule Patients	PRJNA311224	06_25Aug16	5262075669726dfdf6253f74f740b0b7;617af2f710fa603cd511ee1b6218f888	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/002/SRR5489082/SRR5489082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/002/SRR5489082/SRR5489082_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/002/SRR5489082/SRR5489082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR548/002/SRR5489082/SRR5489082_2.fastq.gz	06_25Aug16		Metagenome or environmental sample from gut metagenome	2017-05-02
SRR5535490	SAMN06962001	SRS2184957	SRX2805090	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	EH2-07Feb17	PAIRED	AMPLICON	METAGENOMIC	PCR	73622	44320444	2017-05-14	2017-05-14	Illumina MiSeq sequencing: Characterization of the gut bacterial communities in patients treated with capsule FMT	Capsule Patients	PRJNA311224	EH2-07Feb17	f91bb28651c9ee49a26c2c66dda35a30;5e72d2d96aecd76d95b27f34f3f0eb8b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/000/SRR5535490/SRR5535490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/000/SRR5535490/SRR5535490_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/000/SRR5535490/SRR5535490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/000/SRR5535490/SRR5535490_2.fastq.gz	EH2-07Feb17		Metagenome or environmental sample from gut metagenome	2017-05-14
SRR5535495	SAMN06962004	SRS2184952	SRX2805085	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	EH2-23Feb17	PAIRED	AMPLICON	METAGENOMIC	PCR	62246	37472092	2017-05-14	2017-05-14	Illumina MiSeq sequencing: Characterization of the gut bacterial communities in patients treated with capsule FMT	Capsule Patients	PRJNA311224	EH2-23Feb17	39d4c3c7bdeb7eb7ce0603818707439b;52e4d1a883672087f4ec702ec3d2a314	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/005/SRR5535495/SRR5535495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/005/SRR5535495/SRR5535495_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/005/SRR5535495/SRR5535495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/005/SRR5535495/SRR5535495_2.fastq.gz	EH2-23Feb17		Metagenome or environmental sample from gut metagenome	2017-05-14
SRR5535496	SAMN06962007	SRS2184953	SRX2805084	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	LW-24Feb17	PAIRED	AMPLICON	METAGENOMIC	PCR	58891	35452382	2017-05-14	2017-05-14	Illumina MiSeq sequencing: Characterization of the gut bacterial communities in patients treated with capsule FMT	Capsule Patients	PRJNA311224	LW-24Feb17	0874d9f77b6e10bd2df81a06f82b751e;646fed56ff0b1c16090e97d3e8d3b25e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/006/SRR5535496/SRR5535496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/006/SRR5535496/SRR5535496_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/006/SRR5535496/SRR5535496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/006/SRR5535496/SRR5535496_2.fastq.gz	LW-24Feb17		Metagenome or environmental sample from gut metagenome	2017-05-14
SRR5535498	SAMN06962005	SRS2184950	SRX2805082	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	JL-20Mar17	PAIRED	AMPLICON	METAGENOMIC	PCR	63849	38437098	2017-05-14	2017-05-14	Illumina MiSeq sequencing: Characterization of the gut bacterial communities in patients treated with capsule FMT	Capsule Patients	PRJNA311224	JL-20Mar17	14de33da4f3f00fd816f687584e9c5c8;33779018bfcf1bb154b8f7e3cb106cc8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/008/SRR5535498/SRR5535498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/008/SRR5535498/SRR5535498_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/008/SRR5535498/SRR5535498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/008/SRR5535498/SRR5535498_2.fastq.gz	JL-20Mar17		Metagenome or environmental sample from gut metagenome	2017-05-14
SRR5535499	SAMN06962006	SRS2184949	SRX2805081	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	JP2-29Mar17	PAIRED	AMPLICON	METAGENOMIC	PCR	76700	46173400	2017-05-14	2017-05-14	Illumina MiSeq sequencing: Characterization of the gut bacterial communities in patients treated with capsule FMT	Capsule Patients	PRJNA311224	JP2-29Mar17	33de72595e7092235646bd1f4073a69b;e64b33aed6ee4bf0957f8c12787e2f70	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/009/SRR5535499/SRR5535499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/009/SRR5535499/SRR5535499_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/009/SRR5535499/SRR5535499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/009/SRR5535499/SRR5535499_2.fastq.gz	JP2-29Mar17		Metagenome or environmental sample from gut metagenome	2017-05-14
SRR5535500	SAMN06962011	SRS2184948	SRX2805080	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	SJ-17Feb17	PAIRED	AMPLICON	METAGENOMIC	PCR	82808	49850416	2017-05-14	2017-05-14	Illumina MiSeq sequencing: Characterization of the gut bacterial communities in patients treated with capsule FMT	Capsule Patients	PRJNA311224	SJ-17Feb17	75931e4ff92345da09add910cb040795;c8782fed2cf5d108fd494346ce65010b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/000/SRR5535500/SRR5535500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/000/SRR5535500/SRR5535500_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/000/SRR5535500/SRR5535500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/000/SRR5535500/SRR5535500_2.fastq.gz	SJ-17Feb17		Metagenome or environmental sample from gut metagenome	2017-05-14
SRR5535504	SAMN06962013	SRS2184944	SRX2805076	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	SR2-15Mar17	PAIRED	AMPLICON	METAGENOMIC	PCR	53988	32500776	2017-05-14	2017-05-14	Illumina MiSeq sequencing: Characterization of the gut bacterial communities in patients treated with capsule FMT	Capsule Patients	PRJNA311224	SR2-15Mar17	32a4a796d8be1d3f6174e07b9689c0ba;a7c088c7f98bcd0030ce556266de6922	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/004/SRR5535504/SRR5535504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/004/SRR5535504/SRR5535504_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/004/SRR5535504/SRR5535504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/004/SRR5535504/SRR5535504_2.fastq.gz	SR2-15Mar17		Metagenome or environmental sample from gut metagenome	2017-05-14
SRR5861900	SAMN07376215	SRS2379466	SRX3030577	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	DD-09Apr17	PAIRED	AMPLICON	METAGENOMIC	PCR	110758	66676316	2017-07-25	2017-07-25	Illumina MiSeq sequencing: Characterization of the gut microbiota of patients that received capsule FMT for C. difficile infection	Capsule Patients	PRJNA311224	DD-09Apr17	a58308f22bb34522e82e35fbe4d61351;212e500b99a5963258d34871a04d8794	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/000/SRR5861900/SRR5861900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/000/SRR5861900/SRR5861900_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/000/SRR5861900/SRR5861900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/000/SRR5861900/SRR5861900_2.fastq.gz	DD-09Apr17		Metagenome or environmental sample from gut metagenome	2017-07-25
SRR5861901	SAMN07376218	SRS2379465	SRX3030576	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	DS1-24May17	PAIRED	AMPLICON	METAGENOMIC	PCR	144344	86895088	2017-07-25	2017-07-25	Illumina MiSeq sequencing: Characterization of the gut microbiota of patients that received capsule FMT for C. difficile infection	Capsule Patients	PRJNA311224	DS1-24May17	953a6f1a8598ad381542eecde654dd1a;1b96195be5ab58706aba00c28bfecacb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/001/SRR5861901/SRR5861901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/001/SRR5861901/SRR5861901_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/001/SRR5861901/SRR5861901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/001/SRR5861901/SRR5861901_2.fastq.gz	DS1-24May17		Metagenome or environmental sample from gut metagenome	2017-07-25
SRR5861906	SAMN07376221	SRS2379460	SRX3030571	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	MA1-01Jun17	PAIRED	AMPLICON	METAGENOMIC	PCR	171951	103514502	2017-07-25	2017-07-25	Illumina MiSeq sequencing: Characterization of the gut microbiota of patients that received capsule FMT for C. difficile infection	Capsule Patients	PRJNA311224	MA1-01Jun17	9377fe369ba4483470bb52e7552a5911;b7a349a525ce32429d43df9167ed592c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/006/SRR5861906/SRR5861906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/006/SRR5861906/SRR5861906_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/006/SRR5861906/SRR5861906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/006/SRR5861906/SRR5861906_2.fastq.gz	MA1-01Jun17		Metagenome or environmental sample from gut metagenome	2017-07-25
SRR6248887	SAMN07968053	SRS2654985	SRX3355886	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	EJ_pre	PAIRED	AMPLICON	METAGENOMIC	PCR	561657	338117514	2017-11-03	2017-11-03	Illumina MiSeq sequencing: Characterization of bacterial communities in feces of patients treated with capsule FMT	Capsule Patients	PRJNA311224	EJ_pre	55ffc133a3304fbb510dc17d96910a71;774595885f07234cc8ed345a43563631	ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/007/SRR6248887/SRR6248887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/007/SRR6248887/SRR6248887_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/007/SRR6248887/SRR6248887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/007/SRR6248887/SRR6248887_2.fastq.gz	EJ_pre		Metagenome or environmental sample from gut metagenome	2017-11-03
